DATA_DATE_E,PRO_M,ERR_TIME_R,ERR_DEV,ERR_TYPE,RES_TYPE
2014/8/11 14:39,重合不成,2014/8/11 16:15,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/11 15:08,重合不成,2014/8/11 15:30,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/11 17:21,重合不成,2014/8/11 18:03,电缆,外力因素,建设施工
2014/8/11 17:39,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/11 20:42,重合不成,2014/8/11 21:24,架空导线,用户原因,外力破坏
2014/8/12 7:07,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/12 8:05,重合不成,2014/8/12 10:05,令克,设备本体,设备老化
2014/8/12 8:09,重合成功,,电缆附件,设备本体,设备老化
2014/8/12 10:36,重合不成,2014/8/12 11:13,刀闸,雨雪大风,大雨、强风
2014/8/12 11:31,重合不成,2014/8/12 16:20,环网柜,设备本体,设备设计缺陷
2014/8/12 11:31,重合不成,2014/8/12 16:20,环网柜,设备本体,设备设计缺陷
2014/8/12 14:06,重合成功,,架空导线,运行维护不当,树线矛盾
2014/8/12 15:00,重合不成,2014/8/12 16:16,电缆,外力因素,建设施工
2014/8/12 15:57,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/8/12 17:49,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/12 19:29,无重合闸,2014/8/12 20:40,电缆附件,设计安装不当,安装工艺不当
2014/8/13 5:37,重合成功,,配电变压器,设备本体,设备老化
2014/8/13 7:30,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/13 7:46,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/13 8:30,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/13 12:09,无重合闸,2014/8/13 13:12,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/13 16:48,重合成功,,电缆,用户原因,外力破坏
2014/8/14 6:13,重合成功,,架空导线,雷击,雷击故障
2014/8/14 7:58,重合成功,,架空导线,雷击,雷击故障
2014/8/14 8:07,重合成功,,,原因不明,
2014/8/14 8:57,重合成功,,架空导线,外力因素,车辆
2014/8/14 13:10,重合成功,,,原因不明,
2014/8/14 13:18,接地,2014/8/14 16:06,绝缘子,设备本体,设备老化
2014/8/14 16:00,重合成功,,,原因不明,
2014/8/14 18:40,重合不成,2014/8/14 20:28,杆塔,外力因素,车辆
2014/8/15 1:18,接地,2014/8/15 3:04,电缆附件,设计安装不当,安装工艺不当
2014/8/15 2:37,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/15 3:44,重合不成,2014/8/15 4:44,,原因不明,
2014/8/15 9:03,接地,2014/8/15 10:30,电缆,外力因素,建设施工
2014/8/15 9:32,重合不成,2014/8/15 10:10,电缆,用户原因,用户运行和维护管理不到位
2014/8/15 10:27,重合不成,2014/8/15 10:52,架空导线,用户原因,外力破坏
2014/8/15 13:23,重合不成,2014/8/15 14:25,架空导线,外力因素,建设施工
2014/8/15 13:45,重合成功,,架空导线,设计安装不当,安装工艺不当
2014/8/15 13:45,接地,2014/8/15 15:30,电缆附件,设计安装不当,安装工艺不当
2014/8/15 15:53,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/16 3:16,重合成功,,,原因不明,
2014/8/16 8:24,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/8/16 9:22,重合成功,,,原因不明,
2014/8/16 10:37,无重合闸,2014/8/16 11:55,电缆附件,设计安装不当,安装工艺不当
2014/8/16 15:15,重合成功,,柱开,设备本体,污闪
2014/8/16 17:22,重合不成,2014/8/16 18:24,电缆,用户原因,外力破坏
2014/8/16 17:46,重合成功,,,原因不明,
2014/8/16 20:55,重合成功,,,原因不明,
2014/8/17 2:36,重合成功,,,原因不明,
2014/8/17 5:05,重合成功,,架空导线,设备本体,设备老化
2014/8/17 6:08,重合不成,2014/8/17 7:35,架空导线,设计安装不当,安装工艺不当
2014/8/17 15:32,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/18 1:58,重合成功,,,原因不明,
2014/8/18 8:19,接地,2014/8/18 15:00,分支箱,设备本体,设备老化
2014/8/18 9:09,重合不成,2014/8/18 10:05,令克,雨雪大风,大雨、强风
2014/8/18 9:38,接地,2014/8/18 10:13,配电变压器,用户原因,外力破坏
2014/8/18 16:15,重合成功,,柱开,设备本体,设备老化
2014/8/18 20:31,重合成功,,配电变压器,用户原因,设备老旧
2014/8/19 8:47,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/19 15:18,重合成功,,令克,设计安装不当,安装工艺不当
2014/8/19 15:58,重合不成,2014/8/19 16:56,,原因不明,
2014/8/19 19:27,重合成功,,,原因不明,
2014/8/19 21:39,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/20 7:44,重合成功,,柱开,雨雪大风,大雨、强风
2014/8/20 8:03,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/20 11:17,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/20 11:41,重合成功,,,原因不明,
2014/8/20 11:52,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/20 12:18,无重合闸,2014/8/20 14:20,电缆附件,设计安装不当,安装工艺不当
2014/8/20 18:16,重合成功,,,原因不明,
2014/8/21 8:34,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/8/21 9:22,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/8/21 11:13,重合不成,2014/8/21 12:22,拉线,外力因素,车辆
2014/8/21 12:09,重合成功,,,原因不明,
2014/8/21 12:24,接地,2014/8/21 14:40,电缆附件,设计安装不当,安装工艺不当
2014/8/21 15:01,重合不成,2014/8/21 15:45,环网柜,设备本体,设备质量问题
2014/8/22 10:29,重合不成,2014/8/22 10:55,开关柜,设备本体,设备老化
2014/8/22 11:02,重合成功,,柱开,设计安装不当,安装工艺不当
2014/8/22 13:30,重合成功,,,原因不明,
2014/8/22 14:50,重合成功,,,原因不明,
2014/8/22 15:22,重合不成,2014/8/22 16:39,电缆,用户原因,外力破坏
2014/8/22 16:30,接地,2014/8/22 17:31,令克,用户原因,设备老旧
2014/8/22 17:28,重合不成,2014/8/22 18:25,令克,雷击,雷击故障
2014/8/22 18:22,重合成功,,,原因不明,
2014/8/22 18:45,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 10:15,重合不成,2014/8/23 11:37,避雷器,设备本体,设备老化
2014/8/23 13:24,重合成功,,架空导线,雷击,雷击故障
2014/8/23 13:26,重合成功,,架空导线,雷击,雷击故障
2014/8/23 17:57,重合成功,,架空导线,雷击,雷击故障
2014/8/23 21:02,重合不成,2014/8/23 23:04,架空导线,雨雪大风,大雨、强风
2014/8/23 21:09,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:20,重合不成,2014/8/24 1:20,配电变压器,用户原因,恶劣天气
2014/8/23 21:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:23,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:25,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:28,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:28,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:31,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 21:41,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 22:26,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 22:29,重合成功,,架空导线,雷击,雷击故障
2014/8/23 22:36,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 22:38,重合成功,,架空导线,雷击,雷击故障
2014/8/23 22:39,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 22:44,重合成功,,架空导线,雷击,雷击故障
2014/8/23 22:47,重合成功,,架空导线,雷击,雷击故障
2014/8/23 22:51,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 23:00,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 23:06,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 23:13,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/23 23:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 5:26,重合成功,,架空导线,雷击,雷击故障
2014/8/24 7:41,重合不成,2014/8/24 8:49,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/24 8:19,重合不成,2014/8/24 9:06,架空导线,外力因素,建设施工
2014/8/24 9:27,接地,2014/8/24 10:15,架空导线,雷击,雷击故障
2014/8/24 9:38,重合不成,2014/8/24 12:05,配电变压器,用户原因,用户运行和维护管理不到位
2014/8/24 14:57,重合不成,2014/8/24 15:12,配电变压器,用户原因,恶劣天气
2014/8/24 14:59,重合成功,,架空导线,雷击,雷击故障
2014/8/24 16:23,重合不成,2014/8/25 5:35,柱开,雷击,雷击故障
2014/8/24 17:35,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:35,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:40,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:41,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:45,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:47,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:48,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:48,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:51,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:53,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:53,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:54,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:59,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:59,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 17:59,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:00,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:01,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:02,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:02,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:03,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:04,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:04,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:05,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:05,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:05,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:06,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:06,重合不成,2014/8/24 20:51,架空导线,雨雪大风,大雨、强风
2014/8/24 18:06,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:06,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:06,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:07,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:07,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:07,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:08,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:09,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:09,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:10,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:11,重合不成,2014/8/24 20:28,架空导线,雨雪大风,大雨、强风
2014/8/24 18:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:13,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:13,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:17,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:18,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:19,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:20,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:22,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:22,重合不成,2014/8/24 22:44,架空导线,雨雪大风,大雨、强风
2014/8/24 18:22,重合不成,2014/8/24 22:44,架空导线,雨雪大风,大雨、强风
2014/8/24 18:23,重合不成,2014/8/24 20:25,架空导线,雨雪大风,大雨、强风
2014/8/24 18:26,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:26,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:26,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:27,重合不成,2014/8/24 20:27,架空导线,雨雪大风,大雨、强风
2014/8/24 18:29,重合不成,2014/8/24 19:50,架空导线,雨雪大风,大雨、强风
2014/8/24 18:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:31,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:31,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:31,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:31,重合不成,2014/8/24 20:53,架空导线,雨雪大风,大雨、强风
2014/8/24 18:32,重合不成,2014/8/24 20:47,架空导线,雨雪大风,大雨、强风
2014/8/24 18:32,重合不成,2014/8/24 19:35,架空导线,雨雪大风,大雨、强风
2014/8/24 18:34,重合不成,2014/8/24 21:42,架空导线,雨雪大风,大雨、强风
2014/8/24 18:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:36,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:36,重合不成,2014/8/24 21:25,架空导线,雨雪大风,大雨、强风
2014/8/24 18:39,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:39,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:39,重合不成,2014/8/24 20:04,架空导线,雨雪大风,大雨、强风
2014/8/24 18:39,重合不成,2014/8/24 21:59,架空导线,雨雪大风,大雨、强风
2014/8/24 18:40,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:40,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:41,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:42,重合不成,2014/8/24 21:37,架空导线,雨雪大风,大雨、强风
2014/8/24 18:42,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:42,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:43,重合不成,2014/8/24 20:22,架空导线,雨雪大风,大雨、强风
2014/8/24 18:44,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:44,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:47,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:48,重合不成,2014/8/24 23:26,架空导线,雷击,雷击故障
2014/8/24 18:49,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:51,重合不成,2014/8/24 21:27,架空导线,雷击,雷击故障
2014/8/24 18:51,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:52,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:53,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:54,重合不成,2014/8/24 20:59,架空导线,雨雪大风,大雨、强风
2014/8/24 18:55,重合不成,2014/8/24 21:07,架空导线,雷击,雷击故障
2014/8/24 18:55,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:58,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 18:59,重合成功,,架空导线,雷击,雷击故障
2014/8/24 18:59,重合不成,2014/8/24 21:02,架空导线,雷击,雷击故障
2014/8/24 19:00,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:03,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:04,接地,2014/8/24 20:29,架空导线,雨雪大风,大雨、强风
2014/8/24 19:04,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:05,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:06,重合不成,2014/8/24 20:36,架空导线,雨雪大风,大雨、强风
2014/8/24 19:07,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:09,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:10,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:11,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:12,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:14,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:15,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:15,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:15,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:15,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:16,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:16,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:16,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:16,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:16,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:16,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:18,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:19,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:19,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:19,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:20,重合成功,,架空导线,雨雪大风,大雨、强风
2014/8/24 19:21,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:22,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:22,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:23,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:24,重合不成,2014/8/24 20:07,架空导线,雨雪大风,大雨、强风
2014/8/24 19:24,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:24,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:24,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:25,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:25,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:26,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:26,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:26,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:27,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:27,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:27,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:27,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:27,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:27,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:28,重合不成,2014/8/24 20:15,架空导线,雨雪大风,大雨、强风
2014/8/24 19:28,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:28,重合不成,2014/8/24 20:04,架空导线,雨雪大风,大雨、强风
2014/8/24 19:28,重合不成,2014/8/24 21:12,架空导线,雨雪大风,大雨、强风
2014/8/24 19:28,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合不成,2014/8/24 20:24,架空导线,雨雪大风,大雨、强风
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:29,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,电缆,用户原因,用户运行和维护管理不到位
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:30,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:31,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:31,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:32,重合不成,2014/8/24 21:03,架空导线,雷击,雷击故障
2014/8/24 19:33,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:33,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:33,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:33,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:34,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:35,重合不成,2014/8/24 22:59,架空导线,雷击,雷击故障
2014/8/24 19:35,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:36,重合不成,2014/8/24 20:36,架空导线,雨雪大风,大雨、强风
2014/8/24 19:37,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:37,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:37,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:37,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:37,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:37,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:38,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:38,重合成功,,架空导线,雷击,雷击故障
2014/8/24 19:38,重合成功,,架空导线,雷击,雷击故障
